index,name,Glass,Shake,Stir,Float,Frost,Blend,Build,Inst_sum,Gin,Liqueur,Juice,Cordial,Brandy,Rum,Whisky,Vodka,Wine,Beer,Soft Drink,Flower,Garnish,Milk,Cream,Syrup,Rimming,Sum
372,Zenmeister,Collins Glass,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.00,0,1
373,Zipperhead,Whiskey sour glass,0,0,0,0,0,0,0,0,1.5,0,1,0,0,0,1.5,0,0,0,0,0,0,0,0.00,0,4
374,Zima Blaster,Hurricane glass,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,15
375,Zizi Coin-coin,Margarita/Coupette glass,0,1,0,0,0,0,1,0,1.7,0.676,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,2.376
376,Zimadori Zinger,Collins glass,0,1,0,0,0,0,1,0,1.5,12,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,13.5
377,Zippy's Revenge,Old-fashioned glass,1,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0.00,0,4
378,Ziemes Martini Apfelsaft,Collins Glass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.353,0,0,0,0,0,0,0.00,0,1.353
379,155 Belmont,White wine glass,0,0,0,0,1,0,1,0,0,1.5,0,0,3,0,1.5,0,0,0,0,0,0,0,0.00,0,6
380,1-900-FUK-MEUP,Old-fashioned glass,1,0,0,0,0,0,1,0,0.25,0.25,0,0,0.375,0,0.5,0,0,0,0,0,0,0,0.00,0,1.375
381,151 Florida Bushwacker,Beer mug,0,0,0,0,1,0,1,0,1,0,0,0,0.5,0,0,0,0,0,0,0,3,0,0.00,0,4.5
382,252,Shot glass,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0.00,0,1
383,24k nightmare,Shot glass,1,0,0,0,0,0,1,0,1,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0.00,0,2
384,3 Wise Men,Collins glass,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334,0,0,0,0,0,0,0,0,0.00,0,0.334
385,410 Gone,Collins Glass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0.00,0,2.5
386,50/50,Collins Glass,0,0,0,0,0,0,0,0,0.125,1,0,0,0,0,2.5,0,0,0,0,0,0,0,0.00,0,3.625
387,57 Chevy with a White License Plate,Highball glass,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00,0,2
388,69 Special,Collins Glass,0,0,0,0,0,0,0,2,0,0.75,0,0,0,0,0,0,0,4,0,0,0,0,0.00,0,6.75
389,747,Shot glass,0,0,0,0,0,0,0,0,0.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0.667
390,747 Drink,Highball glass,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.00,0,3
391,9 1/2 Weeks,Cocktail glass,0,0,0,0,0,0,0,0,0.625,1,0,0,0,0,2,0,0,0,0,0,0,0,0.00,0,3.625
